ketinggianAir,suhuAir,suhuUdara,kelembapanUdara,tds,orp,do,ph,label,lokasi
129.0,27.55,29.71,24.84,561.71,370.51,21.7,7.1,5.0,3.0
124.0,28.88,28.62,24.15,553.43,336.7,21.89,7.43,5.0,3.0
128.0,28.41,28.15,27.26,567.97,383.32,22.57,7.12,5.0,3.0
128.0,26.29,28.42,27.87,551.21,362.88,21.22,7.77,5.0,3.0
115.0,28.53,29.64,27.62,560.09,386.32,22.24,7.49,5.0,3.0
123.0,26.47,29.98,25.13,560.4,331.66,22.0,7.65,5.0,3.0
116.0,28.24,28.24,27.53,569.41,339.54,21.53,7.02,5.0,3.0
129.0,26.67,29.68,26.6,552.08,302.31,21.8,6.55,5.0,2.0
127.0,28.32,28.63,27.68,555.06,357.03,22.54,7.02,5.0,3.0
116.0,26.64,28.99,24.92,569.34,311.6,21.36,6.97,5.0,2.0
130.0,28.27,29.87,24.77,560.8,372.93,21.72,7.35,5.0,3.0
144.0,27.36,27.71,34.06,515.15,132.15,25.94,8.56,6.0,3.0
131.0,26.67,28.67,34.65,511.38,132.24,24.26,8.5,6.0,3.0
144.0,27.3,28.85,34.58,513.65,130.82,24.61,8.19,6.0,3.0
133.0,26.94,28.2,34.18,506.05,130.68,24.99,7.56,6.0,3.0
134.0,27.11,27.1,34.04,512.26,131.38,25.92,7.11,6.0,3.0
144.0,27.91,28.56,34.99,513.97,129.31,24.77,7.7,6.0,3.0
141.0,26.87,28.92,34.55,515.37,132.63,24.45,8.48,6.0,3.0
136.0,27.12,28.94,34.16,511.22,130.69,24.98,8.83,6.0,3.0
145.0,27.44,27.12,34.7,519.83,132.46,25.27,7.99,6.0,3.0
141.0,26.73,27.59,34.33,512.14,131.15,24.8,7.99,6.0,3.0
141.0,27.49,27.13,34.32,517.1,129.88,25.05,7.02,6.0,3.0
130.0,26.57,27.57,34.33,517.61,130.38,25.78,7.69,6.0,3.0
139.0,26.05,28.44,34.33,516.53,131.13,24.56,7.8,6.0,3.0
141.0,26.79,27.31,34.06,507.23,129.0,24.65,9.0,6.0,3.0
141.0,27.29,28.22,34.78,515.46,132.99,24.72,8.89,6.0,3.0
143.0,26.82,27.0,34.39,507.29,130.54,24.72,8.04,6.0,3.0
133.0,27.65,27.05,34.13,515.59,131.55,25.91,7.79,6.0,3.0
134.0,27.85,27.07,34.89,508.03,129.29,24.66,7.18,6.0,3.0
145.0,26.42,27.53,34.66,517.93,132.7,24.22,8.41,6.0,3.0
142.0,26.96,28.8,34.78,509.69,132.02,24.34,7.57,6.0,3.0
134.0,26.44,27.42,34.35,508.48,132.99,24.6,8.44,6.0,3.0
137.0,26.67,27.75,34.79,517.32,130.91,24.25,8.99,6.0,3.0
138.0,26.84,27.48,34.12,516.74,132.24,25.79,8.92,6.0,3.0
138.0,26.3,27.34,34.17,518.55,132.2,24.52,7.44,6.0,3.0
127.0,27.79,28.72,34.16,509.51,131.4,24.64,8.05,6.0,3.0
128.0,26.89,27.39,34.59,514.47,129.06,24.67,7.78,6.0,3.0
129.0,27.58,27.73,34.86,509.25,129.19,24.94,7.92,6.0,3.0
129.0,26.99,27.77,34.27,518.95,132.08,24.63,7.4,6.0,3.0
126.0,26.95,28.08,34.01,511.39,129.03,25.54,9.0,6.0,3.0
125.0,27.63,28.82,34.71,505.91,132.71,25.64,8.91,6.0,3.0
125.0,27.99,28.59,34.39,516.69,130.03,24.01,7.4,6.0,3.0
128.0,27.37,27.05,34.93,515.87,131.05,25.98,8.2,6.0,3.0
129.0,26.19,28.86,34.97,518.06,130.4,24.18,8.25,6.0,3.0
126.0,26.51,27.34,34.47,515.51,131.22,25.04,7.95,6.0,3.0
130.0,27.28,29.0,34.43,516.82,132.72,24.26,7.91,6.0,3.0
129.0,26.42,27.89,34.47,519.68,130.11,24.8,7.68,6.0,3.0
125.0,27.9,28.88,34.64,514.0,132.95,24.66,7.78,6.0,3.0
126.0,26.33,27.31,34.93,519.62,130.63,25.66,8.07,6.0,3.0
125.0,26.7,28.4,34.06,511.08,131.62,24.52,8.92,6.0,3.0
126.0,27.05,27.23,34.48,510.74,130.18,24.16,7.29,6.0,3.0
127.0,26.82,27.85,34.45,507.34,132.36,24.88,8.07,6.0,3.0
130.0,27.21,27.98,34.42,512.12,131.52,24.79,8.95,6.0,3.0
126.0,27.34,28.44,34.63,509.86,129.77,25.04,7.99,6.0,3.0
127.0,26.96,28.83,34.15,510.4,131.87,24.53,7.29,6.0,3.0
130.0,27.4,28.91,34.35,513.88,131.22,25.07,8.63,6.0,3.0
125.0,26.23,28.24,34.98,506.24,129.19,25.33,8.14,6.0,3.0
127.0,26.55,27.22,34.64,510.51,132.93,24.44,8.98,6.0,3.0
127.0,26.95,27.06,34.3,517.97,132.8,25.64,7.73,6.0,3.0
127.0,27.72,28.2,34.9,510.89,129.14,25.59,7.97,6.0,3.0
129.0,27.07,28.25,34.42,517.4,131.5,24.89,7.24,6.0,3.0
128.0,26.14,27.9,34.03,507.68,132.77,24.71,7.6,6.0,3.0
130.0,27.16,27.47,34.41,515.02,132.97,25.9,7.98,6.0,3.0
130.0,27.52,28.59,34.18,514.36,131.7,25.32,8.49,6.0,3.0
125.0,27.12,27.78,34.31,507.64,132.82,25.1,7.18,6.0,3.0
127.0,27.91,28.97,34.7,510.18,129.52,25.71,7.4,6.0,3.0
127.0,26.51,27.9,34.13,519.17,130.99,25.76,7.05,6.0,3.0
129.0,26.11,27.02,34.42,515.79,131.73,24.66,8.83,6.0,3.0
130.0,27.25,27.24,34.57,512.72,131.99,24.91,7.55,6.0,3.0
127.0,26.69,28.65,34.44,507.77,131.35,24.78,7.82,6.0,3.0
125.0,26.41,27.69,34.34,516.1,131.55,25.14,7.78,6.0,3.0
128.0,27.42,28.95,34.42,518.16,130.06,25.13,7.8,6.0,3.0
129.0,27.25,28.92,34.09,508.71,131.2,25.77,8.83,6.0,3.0
127.0,26.78,27.42,34.77,520.0,131.9,25.99,7.71,6.0,3.0
125.0,26.93,28.02,34.3,512.06,129.75,24.09,8.71,6.0,3.0
126.0,27.87,27.37,34.68,517.23,129.81,24.71,8.87,6.0,3.0
130.0,27.6,28.82,34.2,514.92,129.25,24.14,8.51,6.0,3.0
130.0,27.06,27.47,34.33,505.81,132.68,24.92,7.36,6.0,3.0
125.0,26.87,28.53,34.83,508.66,130.82,25.47,7.48,6.0,3.0
125.0,27.19,28.72,34.32,512.04,129.06,25.65,7.18,6.0,3.0
126.0,27.23,28.27,34.61,512.93,129.51,25.55,8.43,6.0,3.0
130.0,28.0,28.53,34.66,510.53,131.63,24.65,8.61,6.0,3.0
129.0,26.53,28.47,34.85,511.51,131.99,24.0,8.46,6.0,3.0
129.0,26.1,27.42,34.35,512.56,130.54,24.67,7.23,6.0,3.0
126.0,27.06,27.43,34.54,514.61,129.38,25.45,7.91,6.0,3.0
130.0,26.5,28.49,34.03,516.21,132.12,25.96,8.51,6.0,3.0
128.0,27.19,28.49,34.68,507.89,131.65,25.5,7.33,6.0,3.0
126.0,26.45,28.83,34.35,509.15,130.79,25.97,7.72,6.0,3.0
129.0,26.6,27.09,34.23,505.34,130.56,24.77,8.28,6.0,3.0
128.0,27.31,28.2,34.19,516.65,131.72,24.08,8.98,6.0,3.0
130.0,26.39,27.58,34.21,508.84,132.56,24.95,8.62,6.0,3.0
126.0,26.31,27.48,34.08,517.21,131.12,25.6,7.9,6.0,3.0
126.0,26.56,27.44,34.17,513.92,129.36,24.17,7.75,6.0,3.0
129.0,27.31,28.25,34.59,510.28,130.93,25.66,7.31,6.0,3.0
125.0,27.34,28.73,34.44,512.14,129.61,24.22,7.19,6.0,3.0
126.0,27.06,28.46,34.02,513.01,129.22,25.07,7.44,6.0,3.0
130.0,26.1,28.69,34.42,515.05,129.8,24.27,7.76,6.0,3.0
129.0,27.75,28.84,34.06,507.13,129.84,25.25,8.02,6.0,3.0
130.0,27.84,28.97,34.13,517.11,129.2,24.1,7.45,6.0,3.0
128.0,26.2,28.98,34.48,515.81,130.86,24.68,7.08,6.0,3.0
129.0,26.22,27.06,34.81,511.09,131.4,25.1,7.11,6.0,3.0
127.0,27.23,27.41,34.55,510.18,131.23,25.56,7.21,6.0,3.0
125.0,27.87,27.37,34.14,514.62,131.24,25.32,7.92,6.0,3.0
128.0,26.26,28.68,34.03,512.2,131.56,24.57,7.65,6.0,3.0
126.0,27.26,27.09,34.92,516.4,131.15,25.99,8.5,6.0,3.0
130.0,26.16,28.49,34.52,511.74,131.93,24.61,7.65,6.0,3.0
130.0,26.14,27.91,34.65,511.69,130.86,25.68,8.85,6.0,3.0
130.0,26.53,28.77,34.74,506.52,131.19,25.09,8.96,6.0,3.0
125.0,27.66,28.62,34.11,516.96,129.81,25.67,7.25,6.0,3.0
128.0,27.06,27.53,34.82,509.06,130.6,25.22,7.27,6.0,3.0
126.0,26.09,27.3,34.42,516.75,132.87,24.7,7.88,6.0,3.0
130.0,26.68,28.6,34.16,509.38,129.08,25.2,7.87,6.0,3.0
127.0,27.09,27.82,34.61,515.16,129.21,25.86,8.88,6.0,3.0
128.0,27.92,28.78,34.66,513.43,132.03,24.63,7.91,6.0,3.0
128.0,26.37,27.52,34.82,505.52,132.4,24.09,7.01,6.0,3.0
128.0,26.2,28.47,34.88,509.43,130.65,24.03,8.69,6.0,3.0
128.0,26.33,27.57,34.77,518.01,130.98,25.95,7.43,6.0,3.0
128.0,26.08,28.46,34.32,511.31,132.13,25.64,8.82,6.0,3.0
126.0,27.87,28.75,34.02,514.41,132.78,24.91,8.42,6.0,3.0
127.0,27.55,28.28,34.37,513.61,132.22,25.2,7.66,6.0,3.0
129.0,27.78,27.48,34.51,508.2,129.44,25.3,7.1,6.0,3.0
127.0,27.49,27.42,34.77,508.04,131.47,24.06,7.78,6.0,3.0
125.0,26.93,28.74,34.87,519.2,129.83,25.23,8.29,6.0,3.0
126.0,27.28,28.07,34.17,505.58,129.08,24.74,8.7,6.0,3.0
130.0,27.33,27.92,34.79,517.17,130.29,24.62,7.48,6.0,3.0
129.0,27.48,27.02,34.39,507.99,130.52,25.7,7.53,6.0,3.0
128.0,26.59,28.66,34.71,508.32,130.07,24.36,8.81,6.0,3.0
126.0,27.45,27.64,34.62,515.48,130.51,24.15,7.23,6.0,3.0
130.0,27.89,28.8,34.15,517.58,132.74,24.91,8.83,6.0,3.0
130.0,26.84,27.23,34.41,513.46,130.05,25.47,7.09,6.0,3.0
128.0,26.94,27.68,34.75,516.06,129.56,24.91,7.8,6.0,3.0
126.0,26.86,28.12,34.64,514.0,130.98,25.23,7.65,6.0,3.0
128.0,27.43,28.35,34.53,512.15,132.97,25.6,8.73,6.0,3.0
125.0,26.14,27.33,34.1,508.78,130.74,25.94,7.74,6.0,3.0
126.0,26.32,27.47,34.14,515.72,129.91,24.3,8.02,6.0,3.0
126.0,26.65,28.48,34.28,507.29,130.02,24.17,7.86,6.0,3.0
130.0,27.28,28.43,34.41,508.87,129.05,25.07,8.19,6.0,3.0
129.0,27.38,27.67,34.2,515.44,129.61,24.04,7.61,6.0,3.0
125.0,27.3,28.88,34.45,515.59,130.83,25.64,7.18,6.0,3.0
128.0,26.2,28.7,34.68,515.98,132.1,25.21,8.02,6.0,3.0
127.0,26.34,28.53,34.42,505.97,132.47,25.75,7.15,6.0,3.0
126.0,26.52,28.02,34.7,508.86,129.49,24.78,8.08,6.0,3.0
126.0,26.53,28.14,34.44,505.8,130.09,24.33,8.58,6.0,3.0
130.0,26.7,28.61,34.7,517.93,132.15,25.06,7.39,6.0,3.0
128.0,27.6,27.6,34.29,507.06,131.46,25.47,8.2,6.0,3.0
130.0,26.71,27.35,34.61,517.5,130.22,24.09,8.86,6.0,3.0
128.0,27.82,27.43,34.03,516.16,132.7,24.77,8.41,6.0,3.0
130.0,27.0,28.13,34.05,518.97,130.82,25.03,7.95,6.0,3.0
128.0,27.29,28.97,34.32,518.6,131.39,24.76,8.26,6.0,3.0
127.0,27.1,27.4,34.65,515.23,130.08,25.07,7.37,6.0,3.0
126.0,27.19,28.48,34.81,505.07,132.48,25.03,7.86,6.0,3.0
125.0,26.56,28.0,34.52,512.9,131.6,24.91,7.04,6.0,3.0
125.0,26.46,27.95,34.53,518.44,129.0,25.92,7.86,6.0,3.0
128.0,26.23,28.27,34.25,514.27,129.16,25.37,7.96,6.0,3.0
130.0,26.02,27.12,34.77,517.54,130.87,25.9,8.7,6.0,3.0
127.0,26.95,28.71,34.35,507.05,130.55,25.3,8.85,6.0,3.0
125.0,27.11,27.25,34.23,511.72,129.35,24.29,7.34,6.0,3.0
130.0,27.28,28.12,34.09,507.6,130.58,25.43,8.61,6.0,3.0
126.0,27.85,28.48,34.99,506.68,132.31,24.79,7.05,6.0,3.0
128.0,26.65,28.4,34.87,515.46,129.03,25.08,7.94,6.0,3.0
130.0,26.5,27.69,34.81,505.56,132.71,25.22,7.84,6.0,3.0
125.0,26.87,28.55,34.76,514.94,131.84,25.32,7.62,6.0,3.0
129.0,26.53,27.64,34.12,518.21,132.79,25.17,8.21,6.0,3.0
126.0,27.78,28.8,34.94,510.85,132.94,25.37,7.32,6.0,3.0
128.0,27.22,28.61,34.35,517.41,131.44,24.9,7.78,6.0,3.0
128.0,26.93,27.51,34.67,506.26,130.44,25.05,8.18,6.0,3.0
125.0,26.32,27.06,34.25,508.46,132.85,24.58,8.92,6.0,3.0
125.0,26.4,28.92,34.63,514.16,129.45,25.46,8.35,6.0,3.0
128.0,27.33,27.88,34.67,515.7,130.12,25.94,8.94,6.0,3.0
125.0,26.37,27.58,34.63,515.22,131.19,25.51,7.69,6.0,3.0
127.0,26.33,27.35,34.74,506.04,132.07,25.52,8.95,6.0,3.0
125.0,26.55,27.5,34.19,511.81,131.7,24.9,8.43,6.0,3.0
127.0,26.0,27.78,34.16,508.99,132.88,24.04,8.21,6.0,3.0
127.0,27.26,27.93,34.01,510.91,132.52,24.23,8.25,6.0,3.0
128.0,26.42,28.53,34.94,513.82,130.4,24.98,7.66,6.0,3.0
127.0,26.27,28.82,34.65,516.12,129.28,26.0,8.17,6.0,3.0
130.0,26.48,27.98,34.48,508.2,132.89,25.3,7.37,6.0,3.0
118.0,26.28,27.46,34.9,518.71,130.01,24.66,7.04,6.0,3.0
118.0,27.3,28.64,34.67,509.96,130.34,25.53,8.6,6.0,3.0
118.0,26.68,28.23,34.7,515.64,130.76,25.83,7.67,6.0,3.0
119.0,26.24,27.04,34.11,515.41,130.72,24.2,8.08,6.0,3.0
116.0,26.24,28.24,34.82,507.16,131.38,25.1,7.67,6.0,3.0
119.0,27.66,28.88,34.05,518.1,129.13,25.34,8.85,6.0,3.0
116.0,27.75,28.93,34.4,509.7,131.1,24.91,8.22,6.0,3.0
120.0,27.07,28.96,34.05,508.85,130.68,24.38,8.85,6.0,3.0
115.0,27.04,28.27,34.09,508.44,132.96,24.02,8.75,6.0,3.0
111.0,26.19,28.42,34.75,513.83,130.24,25.23,8.58,6.0,3.0
114.0,27.34,28.33,34.99,512.13,132.89,25.54,7.73,6.0,3.0
111.0,26.16,27.53,34.7,517.53,130.16,24.36,8.93,6.0,3.0
120.0,27.25,27.42,34.62,516.19,130.31,24.1,7.81,6.0,3.0
110.0,26.94,27.96,34.7,505.09,131.0,25.58,7.83,6.0,3.0
115.0,27.11,27.27,34.1,506.72,131.18,24.69,7.93,6.0,3.0
117.0,26.7,27.15,34.66,519.82,130.39,24.6,7.34,6.0,3.0
110.0,27.84,27.07,34.8,508.03,130.02,25.56,8.92,6.0,3.0
119.0,27.89,28.83,34.41,518.65,130.09,24.98,8.85,6.0,3.0
115.0,27.61,27.86,34.69,514.09,130.62,24.31,7.14,6.0,3.0
120.0,26.18,28.62,34.68,512.64,132.79,25.12,8.7,6.0,3.0
119.0,26.78,28.71,34.14,507.3,132.19,25.31,7.59,6.0,3.0
120.0,26.2,28.31,34.18,514.74,132.94,25.81,7.3,6.0,3.0
119.0,27.76,28.63,34.25,510.08,130.73,24.22,8.55,6.0,3.0
114.0,27.64,28.61,34.98,517.41,132.29,24.74,8.92,6.0,3.0
117.0,26.0,27.64,34.49,505.69,129.92,24.65,8.05,6.0,3.0
110.0,26.9,28.98,34.5,513.2,130.68,25.74,8.43,6.0,3.0
113.0,27.56,27.3,34.64,518.56,132.54,25.93,7.74,6.0,3.0
120.0,27.45,28.25,34.95,514.99,131.04,24.57,7.52,6.0,3.0
115.0,27.59,29.0,34.22,513.89,132.01,25.01,8.8,6.0,3.0
117.0,26.68,27.94,34.6,515.77,132.9,24.99,7.05,6.0,3.0
118.0,26.44,27.15,34.92,518.63,132.12,24.69,8.45,6.0,3.0
111.0,26.95,27.57,34.76,518.19,131.46,24.76,7.77,6.0,3.0
116.0,27.76,28.08,34.4,511.65,132.0,25.48,8.6,6.0,3.0
108.0,27.6,27.99,34.35,513.47,129.48,25.1,7.81,6.0,3.0
100.0,26.19,28.85,34.97,509.05,132.93,24.42,8.33,6.0,3.0
100.0,26.68,28.77,34.55,519.12,130.31,25.33,8.09,6.0,3.0
103.0,27.44,28.77,34.64,508.35,129.05,25.5,8.0,6.0,3.0
102.0,26.38,27.44,34.7,508.69,129.4,25.07,7.43,6.0,3.0
103.0,26.39,27.79,34.62,505.37,130.86,24.61,7.97,6.0,3.0
109.0,27.12,28.39,34.12,507.2,129.93,25.43,7.41,6.0,3.0
103.0,27.99,27.23,34.46,516.84,131.76,25.28,8.84,6.0,3.0
102.0,27.36,28.06,34.27,512.26,129.33,24.23,7.93,6.0,3.0
106.0,27.14,27.29,34.12,517.29,132.07,25.12,8.63,6.0,3.0
100.0,27.7,27.82,33.16,561.16,215.25,21.62,7.84,7.0,3.0
105.0,28.74,28.83,32.42,563.08,216.16,21.33,7.95,7.0,3.0
99.0,27.28,27.7,33.56,560.25,214.74,21.18,6.83,7.0,2.0
96.0,27.96,27.21,32.19,558.36,211.92,22.93,7.08,7.0,3.0
96.0,27.61,28.71,33.67,561.32,218.5,21.38,6.26,7.0,2.0
104.0,27.35,27.72,32.86,567.16,213.02,22.92,6.65,7.0,2.0
100.0,28.19,28.72,33.52,559.73,218.44,21.46,6.94,7.0,2.0
100.0,28.14,27.06,33.56,563.87,211.15,21.11,6.96,7.0,2.0
100.0,27.31,27.68,33.67,568.39,218.99,21.02,7.42,7.0,3.0
106.0,27.71,27.07,32.16,568.79,214.06,21.77,7.16,7.0,3.0
104.0,27.65,27.77,32.2,561.64,219.37,21.79,7.01,7.0,3.0
101.0,28.02,28.26,33.17,563.33,214.71,22.59,7.79,7.0,3.0
102.0,27.54,27.31,33.86,561.8,212.34,22.09,7.37,7.0,3.0
95.0,28.51,27.79,32.22,563.6,210.36,22.13,6.13,7.0,2.0
100.0,28.36,28.11,32.85,565.8,218.61,21.77,6.67,7.0,2.0
91.0,27.85,27.18,33.32,568.41,211.34,21.46,6.12,7.0,2.0
94.0,28.25,27.87,33.91,561.76,211.56,22.8,6.01,7.0,2.0
89.0,28.77,28.19,32.69,568.37,212.99,22.38,6.11,7.0,2.0
92.0,28.73,28.29,33.63,562.06,213.34,21.02,6.54,7.0,2.0
91.0,27.13,28.45,33.84,566.67,214.03,21.43,7.92,7.0,3.0
86.0,28.81,27.46,32.67,558.38,218.84,22.18,6.95,7.0,2.0
92.0,28.74,28.68,32.76,562.51,217.68,21.29,6.82,7.0,2.0
88.0,28.35,28.72,33.22,566.5,215.37,21.64,7.95,7.0,3.0
89.0,28.11,27.3,32.64,567.95,218.78,21.49,6.02,7.0,2.0
86.0,28.57,28.49,33.78,559.34,213.71,21.04,6.4,7.0,2.0
89.0,27.33,28.65,32.67,562.59,210.93,22.92,6.73,7.0,2.0
88.0,28.64,27.91,33.65,562.67,212.12,21.9,7.25,7.0,3.0
85.0,28.82,27.31,32.08,566.37,215.84,22.37,7.99,7.0,3.0
89.0,28.63,27.09,32.08,565.47,216.57,21.58,6.74,7.0,2.0
88.0,28.89,28.43,33.55,568.96,214.73,22.52,7.85,7.0,3.0
85.0,27.64,28.3,32.38,561.72,212.12,21.39,7.57,7.0,3.0
88.0,28.71,28.99,32.3,566.31,213.42,22.26,7.52,7.0,3.0
87.0,27.44,28.8,33.85,565.66,217.32,21.69,6.62,7.0,2.0
85.0,27.32,28.92,32.34,563.76,212.99,22.27,6.98,7.0,2.0
95.0,27.51,28.46,32.02,566.2,215.15,22.17,6.88,7.0,2.0
89.0,27.12,28.09,32.01,567.74,212.3,21.01,7.19,7.0,3.0
86.0,27.7,27.12,32.43,566.12,216.81,21.16,7.78,7.0,3.0
92.0,27.89,28.27,33.56,567.98,215.26,22.98,7.5,7.0,3.0
93.0,28.41,28.65,33.81,560.15,214.34,21.76,7.07,7.0,3.0
89.0,28.05,27.13,32.4,558.62,211.34,21.9,7.15,7.0,3.0
88.0,28.75,28.08,32.31,567.59,214.85,22.48,6.19,7.0,2.0
87.0,27.74,27.55,33.21,558.18,214.24,21.46,7.66,7.0,3.0
90.0,27.45,27.21,33.34,563.94,210.74,21.65,7.84,7.0,3.0
88.0,27.31,27.22,32.2,569.0,216.44,22.58,6.67,7.0,2.0
94.0,27.91,27.65,33.48,561.23,219.9,21.49,6.79,7.0,2.0
88.0,27.56,27.93,33.36,564.27,218.66,21.87,6.58,7.0,2.0
89.0,28.9,28.19,32.94,564.71,215.97,21.65,6.73,7.0,2.0
90.0,28.16,28.83,32.39,567.23,213.96,22.67,6.46,7.0,2.0
91.0,28.45,27.48,32.08,559.81,215.76,22.43,6.5,7.0,2.0
85.0,28.03,28.69,32.56,561.29,211.51,22.47,7.71,7.0,3.0
92.0,27.52,28.58,33.36,563.1,215.91,21.87,7.74,7.0,3.0
87.0,27.31,28.96,32.31,560.07,216.25,22.16,7.63,7.0,3.0
85.0,27.28,27.45,32.69,565.03,219.47,21.23,6.37,7.0,2.0
87.0,27.01,27.74,33.47,561.71,219.21,22.93,6.29,7.0,2.0
91.0,28.58,28.43,33.87,561.33,210.31,21.88,6.82,7.0,2.0
89.0,27.02,28.07,33.2,568.22,213.28,21.51,7.19,7.0,3.0
86.0,28.16,27.67,33.2,562.2,214.25,22.4,6.41,7.0,2.0
95.0,27.57,27.06,33.11,565.84,210.26,21.62,7.73,7.0,3.0
101.0,27.91,28.95,32.02,558.27,215.39,22.49,7.37,7.0,3.0
104.0,27.45,27.86,32.87,561.78,215.07,21.71,7.99,7.0,3.0
100.0,28.94,28.4,32.54,565.52,219.36,22.53,7.31,7.0,3.0
100.0,27.48,28.35,32.08,563.63,219.61,21.65,7.05,7.0,3.0
100.0,27.34,28.57,32.26,567.69,216.0,21.97,6.12,7.0,2.0
97.0,28.1,28.54,32.3,565.17,216.31,22.62,7.78,7.0,3.0
95.0,28.72,27.27,32.17,560.05,216.53,21.38,6.48,7.0,2.0
101.0,28.12,28.56,33.01,560.19,210.16,22.52,7.79,7.0,3.0
95.0,28.28,27.51,33.02,560.18,215.53,21.56,7.97,7.0,3.0
103.0,28.27,27.57,32.29,560.45,214.55,21.89,6.82,7.0,2.0
103.0,27.43,27.03,32.45,567.78,156.7,21.33,6.37,7.0,2.0
102.0,28.2,27.1,32.12,563.37,170.62,21.65,7.16,7.0,3.0
97.0,27.13,27.41,33.3,562.84,150.34,22.85,6.37,7.0,2.0
99.0,27.22,28.5,33.48,566.45,184.38,22.25,6.21,7.0,2.0
100.0,28.41,28.97,32.12,565.72,188.57,22.39,7.84,7.0,3.0
102.0,29.73,28.34,32.48,564.25,177.09,21.51,7.72,7.0,3.0
101.0,29.2,26.67,33.11,559.72,178.13,21.74,6.04,7.0,2.0
96.0,28.92,25.87,32.77,569.0,172.06,21.8,6.32,7.0,2.0
102.0,29.4,25.87,33.31,565.63,160.17,22.15,6.44,7.0,2.0
103.0,29.76,26.71,33.63,565.61,151.82,22.65,6.07,7.0,2.0
98.0,29.15,26.08,33.83,560.6,174.25,22.65,6.67,7.0,2.0
99.0,29.76,25.78,33.24,559.44,171.42,21.72,7.57,7.0,3.0
105.0,29.34,25.27,32.63,568.32,158.64,21.31,7.12,7.0,3.0
99.0,28.55,25.29,33.34,559.88,188.52,21.97,6.5,7.0,2.0
96.0,28.07,25.66,39.74,567.21,153.91,22.63,6.48,7.0,2.0
104.0,28.26,25.32,41.8,567.87,181.32,22.13,6.7,7.0,2.0
104.0,28.92,25.46,41.59,565.08,180.58,21.4,6.25,7.0,2.0
96.0,28.83,25.61,38.14,565.28,177.25,21.7,6.51,7.0,2.0
97.0,28.44,26.16,40.24,568.5,153.85,21.39,7.3,7.0,3.0
102.0,29.64,25.89,41.4,567.66,165.39,21.93,7.19,7.0,3.0
96.0,28.5,25.55,40.74,562.6,159.82,21.79,7.18,7.0,3.0
102.0,28.15,26.0,39.81,564.41,166.14,22.26,7.82,7.0,3.0
100.0,28.74,26.35,39.5,559.46,174.35,21.56,6.23,7.0,2.0
98.0,29.74,25.87,39.14,563.13,188.11,21.81,6.52,7.0,2.0
97.0,28.56,26.06,40.13,568.15,178.22,21.17,7.59,7.0,3.0
97.0,29.94,26.2,39.55,564.32,186.71,22.88,6.54,7.0,2.0
102.0,29.56,26.13,40.17,568.21,168.07,22.92,7.57,7.0,3.0
96.0,29.62,26.45,38.3,561.56,187.66,22.04,7.9,7.0,3.0
95.0,28.3,25.12,39.06,567.92,168.89,21.0,7.04,7.0,3.0
103.0,29.05,26.09,41.16,568.71,151.77,22.43,6.27,7.0,2.0
103.0,29.14,26.89,38.14,563.61,167.94,21.28,7.37,7.0,3.0
102.0,28.84,25.26,40.33,566.59,187.42,20.25,6.59,7.0,2.0
96.0,29.23,25.49,38.63,566.91,155.01,19.36,6.6,7.0,2.0
98.0,30.0,26.26,40.41,566.99,157.82,20.32,7.1,7.0,3.0
100.0,29.6,25.43,40.9,566.13,162.49,19.79,7.16,7.0,3.0
100.0,28.64,26.42,38.37,568.23,163.33,20.6,6.57,7.0,2.0
103.0,29.39,25.35,38.59,562.15,172.94,18.92,6.61,7.0,2.0
98.0,28.85,25.92,41.36,566.52,156.65,20.95,7.75,7.0,3.0
96.0,28.24,26.06,40.79,559.48,168.51,18.71,7.47,7.0,3.0
104.0,28.01,25.86,39.69,559.15,159.36,18.82,6.1,7.0,2.0
110.0,28.26,26.76,40.36,560.17,187.12,19.98,7.81,7.0,3.0
108.0,29.88,25.41,39.9,568.97,178.02,19.64,7.91,7.0,3.0
108.0,28.21,26.64,41.1,560.45,150.32,19.64,6.61,7.0,2.0
111.0,28.05,26.37,40.02,560.44,180.21,19.54,7.32,7.0,3.0
112.0,29.32,26.67,41.35,563.91,166.36,18.44,7.5,7.0,3.0
114.0,29.2,26.41,40.68,567.32,165.03,18.54,7.63,7.0,3.0
109.0,28.3,26.76,39.41,562.41,166.18,18.32,7.2,7.0,3.0
111.0,29.89,26.25,40.77,559.88,183.38,19.52,6.81,7.0,2.0
113.0,28.83,26.16,38.1,566.44,185.88,18.59,6.48,7.0,2.0
105.0,28.85,25.29,40.93,558.35,182.11,20.62,7.93,7.0,3.0
110.0,29.73,26.13,38.88,559.44,174.11,19.65,7.54,7.0,3.0
113.0,28.04,25.8,40.04,559.25,150.05,18.56,7.63,7.0,3.0
113.0,29.94,25.55,41.69,558.37,163.6,19.11,7.67,7.0,3.0
107.0,28.94,25.61,38.9,558.52,164.57,18.84,7.94,7.0,3.0
113.0,28.85,26.15,39.62,564.31,152.17,18.1,7.59,7.0,3.0
110.0,29.92,25.11,39.85,567.76,165.54,18.47,7.37,7.0,3.0
115.0,29.58,26.92,41.49,562.1,181.89,19.91,7.92,7.0,3.0
108.0,28.91,25.5,41.03,559.0,164.37,19.72,6.39,7.0,2.0
114.0,28.28,26.01,39.04,563.63,152.11,19.93,7.01,7.0,3.0
114.0,28.02,26.58,41.15,563.4,169.68,19.71,7.36,7.0,3.0
